0	180
1018	326
1022	345
1023	366
1029	310
1039	364
1045	40
1050	235
1053	264
1057	356
1058	353
1061	182
1062	179
1065	352
1066	390
1067	58
1068	345
1072	192
1073	257
1074	365
1075	393
1076	217
1077	37
1083	86
1084	5
1085	345
1086	410
1088	394
1089	72
1090	313
1091	365
1092	141
1094	171
1095	215
1096	395
1101	356
1105	138
1106	69
1107	235
1108	313
1109	365
1110	184
1111	367
1112	13
1116	167
1117	203
1118	365
1119	173
1120	133
1121	371
1122	191
1123	31
1127	131
1128	356
1129	130
1130	271
1132	394
1134	116
1135	346
1136	319
1137	1
1138	130
1139	146
1140	192
1141	189
1142	321
1143	350
1144	327
1145	384
1146	371
1147	157
1148	83
1149	214
1150	255
1151	38
1152	210
1153	116
1154	321
1155	288
1157	263
1158	171
1159	283
1162	130
1163	254
1164	318
1165	302
1167	237
1168	319
1170	202
1171	342
1172	68
1173	371
1174	204
1175	146
1176	224
1177	351
1178	370
1181	296
1183	171
1184	173
1186	191
1188	133
1193	266
1195	23
1196	176
1197	106
1198	196
1200	107
1201	315
1204	196
1205	194
1207	300
1208	173
1210	340
1211	156
1212	46
1213	390
1217	11
1218	128
1219	72
1220	104
1223	175
1224	141
1225	186
1226	353
1228	213
1229	351
1231	14
1232	138
1233	313
1237	370
1238	353
1239	255
1241	67
1242	94
1243	191
1244	256
1245	138
1248	361
1249	49
1251	168
1254	119
1256	173
1257	126
1258	331
1259	247
1261	146
1262	79
1263	260
1264	365
1265	145
1266	280
1267	135
1269	38
1270	39
1271	38
1273	189
1275	179
1276	145
1277	313
1278	350
1279	32
1282	395
1283	59
1284	135
1285	394
1286	78
1287	351
1288	173
1290	38
1291	346
1292	135
1294	133
1296	88
1297	41
1298	9
1299	156
1301	6
1302	176
1303	159
1305	119
1307	145
1308	171
1309	298
1310	246
1311	362
1312	187
1313	11
1314	79
1315	186
1318	35
1319	235
1320	314
1321	122
1322	371
1324	111
1325	365
1326	348
1327	104
1328	185
1330	170
1331	300
1333	316
1334	363
1335	138
1336	405
1338	267
1339	366
1341	392
1342	134
1343	125
1344	165
1345	124
1346	152
1348	140
1349	1
1351	79
1352	41
1353	351
1354	41
1355	341
1358	128
1359	313
1360	370
1362	146
1363	388
1364	356
1365	300
1368	162
1370	119
1371	96
1372	361
1373	264
1374	365
1375	126
1377	85
1378	387
1379	59
1380	86
1381	311
1382	5
1383	94
1384	217
1385	119
1386	370
1387	126
1389	36
1390	113
1391	220
1392	126
1393	173
1394	84
1395	118
1396	253
1398	310
1401	170
1402	179
1403	365
1404	124
1406	356
1407	265
1408	83
1416	217
1417	341
1418	351
1419	325
1420	123
1421	335
1422	20
1423	225
1424	366
1432	301
1433	6
1434	364
1435	133
1436	331
1437	116
1438	141
1439	72
1440	342
1441	186
1442	312
1443	113
1444	180
1446	326
1447	190
1455	364
1456	300
1457	358
1458	89
1459	47
1460	277
1461	78
1462	380
1463	79
1464	351
1466	79
1467	299
1468	342
1469	194
1470	125
1471	100
1472	347
1473	194
1474	14
1475	133
1476	124
1477	392
1482	7
1483	1
1486	105
1487	59
1488	7
1489	20
1490	211
1491	173
1492	350
1493	355
1499	72
1500	325
1501	52
1502	164
1503	169
1504	392
1505	1
1508	260
1513	50
1514	133
1515	132
1516	318
1517	361
1518	356
1520	284
1525	364
1526	349
1528	347
1529	410
1530	365
1531	49
1534	348
1535	319
1536	276
1537	365
1538	392
1539	365
1540	348
1541	143
1542	133
1543	116
1545	242
1546	173
1548	167
1549	24
1550	116
1551	361
1554	361
1555	116
1557	38
1558	222
1559	132
1561	14
1562	347
1563	343
1564	357
1566	370
1567	261
1568	356
1569	217
1570	14
1571	118
1572	140
1573	5
1574	5
1579	143
1581	410
1582	21
1583	138
1584	1
1585	378
1586	49
1587	84
1592	225
1593	182
1594	195
1595	76
1597	14
1598	10
1600	41
1601	116
1602	326
1603	33
1608	94
1609	78
1610	371
1611	364
1612	162
1613	116
1614	159
1616	159
1618	184
1620	21
1621	38
1622	351
1623	225
1624	168
1625	365
1627	194
1628	387
1629	347
1630	112
1633	133
1634	177
1635	364
1636	133
1637	366
1640	365
1641	351
1642	118
1643	369
1644	116
1645	32
1646	319
1647	321
1648	392
1649	10
1650	200
1651	111
1652	32
1653	171
1655	346
1658	259
1659	270
1660	374
1662	184
1663	94
1666	106
1669	126
1670	113
1672	99
1673	322
1675	293
1676	166
1677	225
1678	94
1679	99
1680	260
1681	8
1684	346
1685	356
1686	162
1687	200
1688	48
1690	133
1691	231
1692	350
1693	365
1694	371
1695	365
1696	361
1698	269
1699	118
1700	291
1702	370
1704	352
1705	14
1707	67
1709	21
1711	310
1712	83
1714	196
1715	374
1718	259
1720	242
1723	235
1724	138
1726	83
1727	78
1731	78
1734	260
1736	237
1737	312
1738	24
1739	73
1741	245
1742	365
1744	410
1745	252
1746	260
1747	330
1748	352
1749	370
1750	13
1751	184
1758	318
1759	167
1760	194
1761	258
1762	394
1763	361
1765	186
1767	287
1768	202
1770	280
1771	84
1772	30
1773	215
1775	40
1777	302
1778	247
1780	162
1781	291
1783	348
1784	392
1788	175
1789	359
1790	356
1791	201
1792	130
1793	210
1795	241
1796	365
1797	105
1798	321
1799	255
1800	374
1801	302
1802	94
1803	365
1804	57
1806	175
1807	26
1808	24
1809	143
1810	186
1811	313
1812	218
1813	5
1814	2
1815	257
1820	269
1821	298
1822	193
1823	116
1824	373
1825	83
1826	17
1827	348
1828	192
1831	167
1833	373
1834	72
1835	343
1836	127
1837	200
1838	224
1839	339
1840	201
1841	225
1842	265
1843	377
1844	175
1845	392
1846	403
1847	115
1848	356
1849	118
1850	359
1851	392
1852	85
1853	47
1854	105
1856	47
1857	188
1858	395
1859	301
1860	177
1861	138
1862	351
1863	70
1864	138
1865	276
1866	195
1868	100
1869	363
1870	227
1871	365
1872	168
1873	369
1874	366
1876	313
1878	179
1879	360
1880	196
1881	206
1882	408
1883	371
1884	364
1885	105
1886	201
1887	146
1888	342
1891	67
1892	184
1894	353
1895	54
1896	259
1897	202
1898	200
1899	261
1901	339
1902	62
1903	62
1905	15
1906	230
1907	175
1908	139
1910	46
1911	410
1912	20
1914	363
1915	334
1916	133
1918	113
1919	133
1920	341
1923	356
1924	222
1925	374
1927	94
1928	389
1930	341
1931	346
1932	255
1933	365
1934	351
1935	49
1936	264
1937	335
1938	224
1939	255
1940	133
1944	67
1945	169
1946	386
1949	366
1950	28
1951	133
1952	130
1953	376
1954	167
1955	215
1956	143
1957	261
1958	58
1960	138
1961	356
1963	369
1964	73
1965	38
1967	205
1968	129
1969	315
1970	152
1971	406
1972	118
1973	37
1974	358
1975	221
1976	38
1977	175
1978	2
1979	38
1981	349
1982	362
1983	126
1984	56
1985	264
1986	169
1987	94
1988	76
1989	195
1990	168
1991	336
1992	116
1993	195
1994	20
1996	255
1997	116
1999	184
2001	327
2002	169
2003	255
2004	377
2005	201
2006	243
2007	386
2008	349
2009	98
2011	255
2013	186
2015	374
2016	79
2017	266
2018	205
2019	341
2020	266
2021	312
2022	205
2025	206
2026	363
2027	145
2028	173
2029	159
2030	98
2031	372
2032	57
2034	169
2035	185
2036	257
2037	5
2038	16
2040	195
2041	61
2043	5
2045	346
2046	94
2048	142
2049	281
2050	330
2052	79
2054	133
2055	133
2056	126
2057	137
2058	408
2059	16
2060	200
2061	7
2062	341
2063	133
2064	344
2065	371
2066	118
2067	76
2068	344
2069	221
2070	53
2072	173
2073	186
2074	224
2075	126
2076	166
2078	187
2080	201
2081	371
2083	143
2086	386
2088	365
2090	133
2091	14
2093	273
2095	85
2096	100
2097	157
2098	138
2099	203
2102	330
2104	49
2105	14
2106	148
2107	173
2109	316
2110	235
2112	133
2113	199
2114	348
2115	256
2116	79
2117	196
2120	331
2122	259
2125	345
2127	45
2128	325
2129	175
2130	14
2132	195
2133	358
2134	90
2135	171
2137	391
2138	41
2139	194
2140	184
2142	366
2144	391
2146	188
2147	225
2148	365
2150	133
2151	133
2152	385
2153	371
2154	142
2155	128
2156	65
2158	180
2159	133
2160	12
2161	384
2162	49
2163	59
2164	177
2165	365
2166	388
2167	348
2168	38
2169	49
2170	38
2171	361
2172	168
2173	73
2174	184
2175	32
2177	334
2178	30
2179	1
2180	38
2182	367
2183	30
2184	331
2186	334
2187	30
2188	363
2189	404
2192	259
2193	175
2194	261
2195	186
2196	361
2199	365
2200	32
2201	141
2202	136
2204	140
2206	72
2208	144
2209	116
2210	65
2213	123
2215	38
2216	205
2217	128
2219	359
2220	186
2222	296
2223	14
2225	14
2227	348
2228	341
2229	17
2230	83
2231	144
2233	390
2234	11
2235	365
2236	371
2237	265
2238	377
2239	201
2240	221
2241	310
2245	293
2246	319
2247	210
2248	140
2249	15
2250	276
2251	29
2252	24
2258	65
2259	330
2260	318
2261	353
2263	78
2264	346
2265	330
2267	325
2268	293
2269	135
2270	392
2272	366
2275	128
2276	393
2277	255
2280	351
2281	351
2282	380
2283	341
2286	318
2288	227
2292	365
2293	273
2294	302
2295	30
2296	402
2298	202
2299	133
2300	86
2301	243
2302	1
2303	85
2304	92
2305	261
2306	256
2307	350
2310	259
2312	330
2314	370
2316	12
2317	94
2318	41
2319	395
2321	52
2323	117
2324	226
2325	145
2327	30
2328	155
2329	178
2330	173
2331	356
2333	371
2334	115
2335	173
2336	124
2337	104
2338	152
2339	372
2340	62
2341	130
2343	161
2344	141
2345	377
2346	94
2347	260
2348	11
2349	346
2350	49
2351	241
2353	346
2354	264
2355	129
2358	40
2359	285
2361	62
2362	62
2363	323
2364	199
2365	180
2366	301
2367	67
2368	24
2369	69
2370	35
2371	245
2373	143
2374	133
2375	166
2376	326
2377	372
2379	23
2380	255
2381	371
2382	175
2387	371
2388	133
2389	341
2390	201
2391	54
2392	351
2393	356
2394	346
2395	264
2396	130
2398	371
2399	260
2400	308
2401	46
2402	78
2403	185
2405	241
2406	319
2407	394
2408	366
2410	88
2411	298
2412	372
2413	365
2414	131
2415	288
2416	364
2417	205
2418	89
2419	119
2421	366
2422	27
2423	221
2424	5
2425	90
2426	175
2427	33
2428	32
2429	192
2430	65
2432	186
2434	365
2435	126
2437	334
2438	79
2439	126
2440	316
2441	221
2442	175
2443	173
2444	348
2445	361
2446	184
2447	199
2448	135
2451	15
2452	371
2453	132
2454	203
2455	40
2456	115
2458	170
2459	138
2460	341
2461	365
2462	128
2463	119
2464	24
2465	167
2466	366
2467	351
2469	191
2470	180
2471	257
2472	132
2474	344
2477	100
2479	69
2480	369
2481	133
2482	4
