鸡	160
姬	18
绩	10
缉	1
吉	214
极	661
棘	2
辑	33
籍	37
集	361
及	4596
急	236
疾	7
汲	1
即	1657
嫉	1
级	679
挤	198
几	5204
脊	3
己	96
蓟	1
技	22
冀	65
季	183
伎	1
祭	31
剂	14
悸	1
济	29
寄	336
寂	2
计	236
记	470
既	2128
忌	41
际	7
妓	1
继	272
纪	53
嘉	34
枷	1
夹	60
佳	181
家	4768
加	580
荚	1
颊	1
贾	444
甲	47
钾	8
假	557
稼	1
价	162
架	357
驾	34
嫁	44
歼	2
监	7
坚	27
尖	19
笺	4
间	1611
煎	16
兼	867
肩	68
艰	2
奸	2
缄	1
茧	6
检	64
柬	132
碱	27
硷	1
拣	36
捡	60
简	48
俭	12
剪	47
减	348
荐	10
槛	1
鉴	42
践	6
贱	11
见	1168
键	8
箭	29
件	1894
健	252
舰	14
剑	73
饯	1
渐	89
溅	18
涧	9
建	1281
僵	7
姜	464
将	15137
浆	11
江	4006
疆	20
蒋	607
桨	8
奖	464
讲	2000
匠	7
酱	9
降	465
蕉	1
椒	2
礁	2
焦	69
胶	17
交	740
郊	7
浇	84
骄	8
娇	13
嚼	24
搅	23
铰	1
矫	2
侥	1
脚	260
狡	1
角	121
饺	1
缴	105
绞	7
剿	3
教	295
酵	1
轿	4
较	2957
叫	862
窖	3
揭	55
接	420
皆	185
秸	1
街	304
阶	2
截	37
劫	17
节	164
桔	3
杰	230
捷	71
睫	1
竭	2
洁	52
结	246
解	175
姐	13
戒	58
藉	3
芥	1
界	48
借	395
介	4
疥	1
诫	1
届	4824
巾	4
筋	6
斤	116
金	1144
今	334
津	105
襟	3
紧	312
锦	19
仅	1825
谨	41
进	2134
靳	53
晋	79
禁	85
近	3515
烬	1
浸	20
尽	506
劲	94
荆	14
兢	22
茎	10
睛	4
晶	32
鲸	6
京	1335
惊	72
精	153
粳	1
经	1506
井	165
警	110
景	86
颈	14
静	101
境	35
敬	56
镜	24
径	4
痉	1
靖	17
竟	471
竞	66
净	157
炯	52
窘	1
揪	23
究	46
纠	19
玖	1
韭	1
久	278
灸	1
九	1576
酒	441
厩	1
救	182
旧	673
臼	1
舅	4
咎	1
就	16877
疚	1
鞠	35
拘	2
狙	1
疽	1
居	461
驹	1
菊	111
局	717
咀	1
矩	2
举	176
沮	1
聚	79
拒	106
据	5989
巨	39
具	333
距	197
踞	35
锯	13
俱	36
句	895
惧	11
炬	2
剧	85
捐	227
鹃	1
娟	22
倦	9
眷	1
卷	296
绢	4
撅	2
攫	1
抉	1
掘	16
倔	1
爵	2
觉	82
决	64
诀	3
绝	109
均	1387
菌	19
钧	25
军	525
君	67
峻	18
俊	156
竣	2
浚	1
郡	11
骏	23
喀	7
咖	1
卡	131
咯	1
开	1885
揩	4
楷	6
凯	41
慨	7
刊	38
堪	29
勘	4
坎	8
砍	118
看	3781
康	141
慷	5
糠	3
扛	58
抗	169
亢	13
炕	19
考	80
拷	4
烤	21
靠	1482
坷	1
苛	1
柯	54
棵	238
磕	4
颗	297
科	140
壳	18
咳	4
可	4369
渴	18
克	168
刻	102
客	82
课	200
肯	121
啃	56
垦	15
恳	1
坑	69
吭	2
空	156
恐	23
孔	287
控	39
抠	14
口	490
扣	161
寇	29
枯	17
哭	106
窟	2
苦	285
酷	2
库	86
裤	9
夸	35
垮	52
挎	13
跨	1049
胯	1
块	762
筷	2
侩	1
快	1205
宽	284
款	273
匡	8
筐	18
狂	50
框	15
矿	137
眶	1
旷	4
况	5
亏	78
盔	1
岿	1
窥	5
葵	5
奎	47
魁	2
傀	1
馈	1
愧	7
溃	3
坤	36
昆	179
捆	47
困	43
括	2
扩	142
廓	1
阔	19
垃	1
拉	565
喇	1
蜡	6
腊	2
辣	10
啦	115
莱	4
来	10292
赖	74
蓝	143
婪	1
栏	50
拦	44
篮	8
阑	2
兰	111
澜	4
谰	1
揽	33
览	7
懒	23
缆	13
烂	47
滥	83
琅	7
榔	1
狼	34
廊	10
郎	105
朗	16
浪	102
捞	70
劳	50
牢	32
老	1637
佬	2
姥	1
酪	1
烙	10
涝	12
勒	19
乐	231
雷	923
镭	2
蕾	21
磊	270
累	170
儡	1
垒	24
擂	6
肋	3
类	790
泪	92
棱	4
楞	1
冷	148
厘	4
梨	17
犁	52
黎	269
篱	1
狸	1
离	576
漓	2
理	134
李	8285
里	4580
鲤	1
礼	67
莉	44
荔	1
吏	2
栗	8
丽	51
厉	45
励	15
砾	2
历	33
利	270
傈	1
例	289
俐	3
痢	1
立	430
粒	63
沥	1
隶	4
力	239
璃	1
哩	40
俩	184
联	141
莲	13
连	1090
镰	4
廉	67
怜	4
涟	1
帘	4
敛	4
脸	223
链	7
恋	18
炼	12
练	137
粮	255
凉	23
梁	525
粱	1
良	53
两	13710
辆	680
量	116
晾	11
亮	283
谅	4
撩	9
聊	64
僚	1
疗	15
燎	2
寥	1
辽	39
潦	1
了	76178
撂	17
镣	1
廖	203
料	59
列	326
裂	28
烈	19
劣	40
猎	13
琳	87
林	909
磷	22
霖	2
临	111
邻	13
鳞	6
淋	13
凛	1
赁	1
吝	1
拎	32
玲	150
菱	7
零	163
龄	12
铃	8
伶	2
羚	2
凌	64
灵	70
陵	4
岭	16
领	190
另	1134
令	1329
溜	24
琉	1
榴	1
硫	12
馏	1
留	420
刘	3775
瘤	3
流	249
柳	161
六	995
龙	265
聋	13
咙	1
笼	12
窿	1
隆	8
垄	5
拢	23
陇	12
楼	433
娄	23
搂	16
篓	5
漏	84
陋	5
芦	2
卢	423
颅	2
庐	3
炉	21
掳	1
卤	1
虏	1
鲁	186
麓	6
碌	1
露	74
路	1426
赂	1
鹿	71
潞	1
禄	5
录	46
陆	244
戮	1
驴	9
吕	396
铝	18
侣	1
旅	185
履	5
屡	81
缕	23
虑	8
氯	4
律	15
率	192
滤	4
绿	322
峦	1
挛	1
孪	1
滦	1
卵	6
乱	538
掠	11
略	199
抡	17
轮	830
伦	7
仑	1
沦	1
纶	1
论	249
萝	1
螺	1
罗	1139
逻	1
锣	7
箩	2
骡	1
裸	1
落	434
洛	2
骆	32
络	6
妈	43
麻	25
玛	1
码	10
蚂	1
马	1168
骂	78
嘛	70
吗	720
埋	109
买	1325
麦	46
卖	857
迈	111
脉	8
瞒	17
馒	1
蛮	17
满	725
蔓	1
曼	2
慢	127
漫	33
谩	1
芒	8
茫	2
盲	4
氓	1
忙	390
莽	10
猫	49
茅	20
锚	4
毛	1173
矛	7
铆	3
卯	1
茂	13
冒	253
帽	9
貌	10
贸	18
么	34
玫	2
枚	347
梅	180
酶	16
霉	3
煤	171
没	1716
眉	12
媒	10
镁	4
每	2015
美	3385
昧	10
寐	1
妹	32
媚	6
门	578
闷	12
们	4891
萌	12
蒙	111
檬	1
盟	31
锰	9
猛	99
梦	281
孟	290
眯	7
醚	1
靡	2
糜	2
迷	44
谜	43
弥	13
米	1779
秘	14
觅	35
泌	1
蜜	10
密	32
幂	1
棉	55
眠	13
绵	3
冕	7
免	155
勉	7
娩	1
缅	21
面	504
苗	126
描	9
瞄	5
藐	1
秒	391
渺	2
庙	22
妙	58
蔑	1
灭	65
民	429
抿	3
皿	1
敏	95
悯	1
闽	49
明	429
螟	1
鸣	86
铭	21
名	6818
命	100
谬	1
摸	99
摹	2
蘑	1
模	5
膜	30
磨	65
摩	16
魔	8
抹	63
末	422
莫	197
墨	173
默	8
沫	1
漠	1
寞	1
陌	1
谋	145
牟	25
某	665
拇	1
牡	1
亩	1369
姆	1
母	93
墓	83
暮	10
幕	117
募	4
慕	21
木	73
目	64
睦	3
牧	67
穆	45
拿	1240
哪	343
呐	10
钠	17
那	2963
娜	10
纳	30
氖	1
乃	88
奶	60
耐	65
奈	1
南	873
男	327
难	1493
囊	2
挠	3
脑	83
恼	3
闹	103
淖	1
呢	1068
馁	1
内	3375
嫩	13
能	9038
妮	1
霓	1
倪	85
泥	49
尼	32
拟	129
你	2817
匿	2
腻	8
逆	13
溺	1
蔫	5
拈	7
年	15535
碾	4
撵	9
捻	4
念	99
娘	54
酿	16
鸟	142
尿	21
捏	34
聂	84
孽	4
啮	1
镊	1
镍	7
涅	3
您	586
柠	1
狞	1
凝	9
宁	225
拧	27
泞	1
牛	311
扭	36
钮	24
纽	2
脓	1
浓	134
农	195
弄	171
奴	4
努	1
怒	5
女	2352
暖	118
虐	1
疟	1
挪	30
懦	1
糯	2
诺	9
哦	21
欧	624
鸥	1
殴	1
藕	10
呕	1
偶	21
沤	2
啪	5
趴	15
爬	137
帕	2
怕	347
琶	1
拍	253
排	427
牌	191
徘	1
湃	1
派	603
攀	47
潘	390
盘	292
磐	1
盼	121
畔	61
判	92
叛	1
乓	1
庞	77
旁	164
耪	1
胖	29
抛	97
咆	1
刨	29
炮	35
袍	2
跑	575
泡	61
呸	2
胚	1
培	14
裴	44
赔	52
陪	99
配	324
佩	10
沛	4
喷	32
盆	81
砰	5
抨	1
烹	6
澎	11
彭	672
蓬	7
棚	22
硼	1
篷	3
膨	1
朋	8
鹏	1679
捧	147
碰	56
坯	5
砒	1
霹	1
批	2513
披	61
劈	20
琵	1
毗	1
啤	1
脾	12
疲	11
皮	101
匹	43
痞	1
僻	3
屁	1
譬	1
篇	754
偏	473
片	920
骗	79
飘	110
漂	15
瓢	11
票	433
撇	6
瞥	12
拼	75
频	17
贫	53
品	82
聘	61
乒	2
坪	7
苹	1
萍	43
平	579
凭	227
瓶	97
评	234
屏	3
坡	54
泼	26
颇	451
婆	1
破	263
魄	1
迫	19
粕	1
剖	3
扑	119
铺	151
仆	1
莆	1
葡	127
菩	1
蒲	43
埔	1
朴	38
圃	2
普	14
浦	5
谱	42
曝	3
瀑	5
期	516
欺	9
栖	11
戚	53
妻	53
七	637
凄	3
漆	17
柒	2
沏	2
其	5219
棋	121
奇	87
歧	2
畦	5
崎	1
脐	1
齐	315
旗	89
祈	5
祁	26
骑	118
起	5812
岂	103
乞	1
企	30
启	27
契	2
砌	27
器	3
气	283
迄	8
弃	41
汽	1
泣	11
讫	1
掐	12
恰	65
洽	12
牵	78
扦	1
钎	4
铅	45
千	776
迁	151
签	112
仟	1
谦	75
乾	14
黔	39
钱	2985
钳	2
前	5107
潜	15
遣	8
浅	50
谴	1
堑	1
嵌	18
欠	192
歉	6
枪	91
呛	10
腔	39
羌	1
墙	155
蔷	1
强	1735
抢	197
橇	1
锹	14
敲	99
悄	1
桥	192
瞧	52
乔	390
侨	33
巧	62
鞘	1
撬	22
翘	12
峭	2
俏	13
窍	4
切	135
茄	1
且	405
怯	4
窃	42
钦	38
侵	3
亲	138
秦	269
琴	74
勤	89
芹	17
擒	7
禽	23
寝	2
沁	2
青	272
轻	190
氢	16
倾	71
卿	12
清	465
擎	17
晴	46
氰	1
情	576
顷	13
请	1199
庆	115
琼	40
穷	283
秋	152
丘	26
邱	202
球	608
求	508
囚	4
酋	1
泅	1
趋	145
区	857
蛆	1
曲	252
躯	10
屈	37
驱	7
渠	40
取	270
娶	31
龋	1
趣	34
去	4092
圈	151
颧	1
权	359
醛	1
泉	34
全	2007
痊	1
拳	30
犬	5
券	11
劝	111
缺	206
炔	1
瘸	4
却	3158
鹊	2
榷	1
确	186
雀	8
裙	5
群	278
然	73
燃	28
冉	43
染	84
瓤	1
壤	1
攘	2
嚷	11
让	3499
饶	33
扰	5
绕	85
惹	40
热	329
壬	1
仁	14
人	16955
忍	55
韧	2
任	1934
认	97
刃	8
妊	1
纫	1
扔	91
仍	2054
日	1839
戎	7
茸	1
蓉	4
荣	226
融	105
熔	12
溶	9
容	50
绒	5
冗	1
揉	16
柔	16
肉	162
茹	6
蠕	1
儒	14
孺	1
如	2684
辱	9
乳	4
汝	16
入	942
褥	1
软	71
阮	81
蕊	3
瑞	68
锐	45
闰	1
润	25
若	349
弱	182
撒	71
洒	84
萨	7
腮	6
鳃	1
塞	122
赛	199
三	6829
叁	1
伞	41
散	129
桑	30
嗓	4
丧	15
搔	1
骚	1
扫	87
嫂	5
瑟	2
色	107
涩	6
森	36
僧	2
莎	18
砂	24
杀	128
刹	30
沙	128
纱	17
傻	34
啥	135
煞	26
筛	5
晒	48
珊	3
苫	1
杉	4
山	569
删	12
煽	1
衫	2
闪	35
陕	46
擅	12
赡	1
膳	2
善	108
汕	4
扇	39
缮	1
墒	8
伤	215
商	142
赏	47
晌	1
上	23705
尚	641
裳	2
梢	1
捎	34
稍	165
烧	155
芍	1
勺	5
韶	1
少	1709
哨	19
邵	157
绍	1
奢	14
赊	8
蛇	31
舌	4
舍	46
赦	1
摄	1932
射	86
慑	3
涉	78
社	114
设	481
砷	2
申	95
呻	1
伸	72
身	428
深	910
娠	1
绅	1
神	157
沈	313
审	76
婶	1
甚	175
肾	25
慎	30
渗	11
声	400
生	559
甥	1
牲	1
升	263
绳	40
省	1890
盛	167
剩	63
胜	531
圣	14
师	199
失	183
狮	12
施	216
湿	67
诗	377
尸	6
虱	1
十	1417
石	666
拾	48
时	8182
什	1
食	88
蚀	8
实	361
识	81
史	299
矢	5
使	8224
屎	13
驶	80
始	103
式	123
示	38
士	32
世	180
柿	2
事	1823
拭	1
誓	10
逝	19
势	112
是	66090
嗜	7
噬	6
适	32
仕	1
侍	2
释	19
饰	23
氏	7
市	2154
恃	1
室	84
视	170
试	154
收	771
手	937
首	2500
守	145
寿	20
授	24
售	190
受	1739
瘦	47
兽	6
蔬	2
枢	1
梳	3
殊	10
抒	11
输	186
叔	17
舒	159
淑	1
疏	37
书	1372
赎	4
孰	27
熟	78
薯	1
暑	5
曙	1
署	27
蜀	12
黍	1
鼠	26
属	441
术	16
述	26
树	672
束	57
戍	1
竖	29
墅	1
庶	2
数	575
漱	1
恕	18
刷	25
耍	16
摔	72
衰	20
甩	48
帅	164
栓	1
拴	30
霜	20
双	456
爽	17
谁	1262
水	1300
睡	141
税	313
吮	1
瞬	1
顺	79
舜	1
说	17649
硕	5
朔	6
烁	2
斯	83
撕	20
嘶	2
思	132
私	80
司	87
丝	73
死	549
肆	1
寺	11
嗣	2
四	2873
伺	1
似	260
饲	2
巳	1
松	142
耸	9
怂	1
颂	44
送	1799
宋	767
讼	1
诵	9
搜	18
艘	190
擞	1
嗽	1
苏	438
酥	5
俗	19
素	35
速	44
粟	13
僳	1
塑	22
溯	7
宿	25
诉	39
肃	19
酸	21
蒜	16
算	509
虽	682
隋	24
随	381
绥	6
髓	1
碎	50
岁	2433
穗	24
遂	79
隧	1
祟	1
孙	1183
损	38
笋	3
蓑	1
梭	6
唆	1
缩	19
琐	1
索	31
锁	68
所	5816
塌	32
他	19823
它	4146
她	5131
塔	95
獭	1
挞	1
蹋	1
踏	220
胎	22
苔	2
抬	140
台	1276
泰	146
酞	1
太	1254
态	17
汰	3
坍	7
摊	57
贪	41
瘫	10
滩	11
坛	8
檀	3
痰	21
潭	15
谭	227
谈	1395
坦	40
毯	1
袒	1
碳	10
探	59
叹	51
炭	12
汤	196
塘	28
搪	1
堂	63
棠	1
膛	2
唐	629
糖	69
倘	25
躺	108
淌	22
趟	100
烫	22
掏	108
涛	340
滔	2
绦	1
萄	1
桃	18
逃	120
淘	36
陶	249
讨	47
套	881
特	176
藤	14
腾	45
疼	39
誊	1
梯	12
剔	1
踢	170
锑	5
提	405
题	278
蹄	10
啼	6
体	51
替	115
嚏	1
惕	1
涕	2
剃	6
屉	1
天	3634
添	153
填	107
田	729
甜	66
恬	1
舔	3
腆	1
挑	123
条	3372
迢	1
眺	3
跳	229
贴	185
铁	150
帖	7
厅	113
听	899
烃	1
汀	1
廷	4
停	360
亭	11
庭	22
挺	110
艇	26
通	370
桐	4
酮	1
瞳	1
同	4312
铜	85
彤	33
童	152
桶	176
捅	20
筒	4
统	36
痛	85
偷	138
投	317
头	906
透	118
凸	9
秃	4
突	44
图	1202
徒	26
途	13
涂	59
屠	17
土	277
吐	75
兔	29
湍	1
团	441
推	253
颓	3
腿	151
蜕	1
褪	12
退	254
吞	22
屯	2
臀	1
拖	134
托	116
脱	119
鸵	1
陀	1
驮	12
驼	2
椭	1
妥	18
拓	25
唾	1
挖	222
哇	17
蛙	6
洼	4
娃	19
瓦	48
袜	6
歪	25
外	1765
豌	1
弯	46
湾	5
玩	144
顽	3
丸	11
烷	1
完	681
碗	110
挽	36
晚	607
皖	32
惋	1
宛	5
婉	4
万	2473
腕	16
汪	316
王	6084
亡	46
枉	13
网	191
往	678
旺	81
望	295
忘	346
妄	7
威	33
巍	30
微	29
危	29
韦	114
违	20
桅	4
围	208
唯	57
惟	14
为	28856
潍	1
维	25
苇	5
萎	2
委	64
伟	208
伪	13
尾	46
纬	6
未	1411
蔚	36
味	109
畏	11
胃	21
喂	75
魏	273
位	5797
渭	3
谓	30
尉	304
慰	10
卫	43
瘟	1
温	373
蚊	5
文	523
闻	163
纹	11
吻	11
稳	196
紊	1
